Date,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Buying price,Tax 5%,Selling price,Paymentmode,Profit percentage,profit,Rating
2/11/2019,284-34-9626,Cairo,Mandalay,Normal,Female,Home and lifestyle,77.04,3,231.12,26.1415,242.676,Credit card,5,11.556,7.2
1/15/2019,437-58-8131,Cairo,Mandalay,Normal,Female,Fashion accessories,73.52,2,147.04,26.1415,154.392,Ewallet,5,7.352,4.6
3/16/2019,286-43-6208,Giza,Naypyitaw,Normal,Female,Food and beverages,87.8,9,790.2,26.1415,829.71,Cash,5,39.51,9.2
1/26/2019,641-43-2399,Cairo,Mandalay,Normal,Male,Home and lifestyle,25.55,4,102.2,26.1415,107.31,Ewallet,5,5.11,5.7
3/19/2019,831-07-6050,Alex,Yangon,Normal,Male,Electronic accessories,32.71,5,163.55,26.1415,171.7275,Credit card,5,8.1775,9.9
1/13/2019,556-86-3144,Giza,Naypyitaw,Member,Female,Fashion accessories,74.29,1,74.29,26.1415,78.0045,Cash,5,3.7145,5
3/26/2019,848-24-9445,Giza,Naypyitaw,Member,Male,Health and beauty,43.7,2,87.4,26.1415,91.77,Cash,5,4.37,4.9
3/23/2019,856-22-8149,Alex,Yangon,Normal,Female,Home and lifestyle,25.29,1,25.29,26.1415,26.5545,Ewallet,5,1.2645,6.1
3/12/2019,699-01-4164,Giza,Naypyitaw,Normal,Male,Health and beauty,41.5,4,166,26.1415,174.3,Credit card,5,8.3,8.2
2/17/2019,420-11-4919,Giza,Naypyitaw,Member,Female,Food and beverages,71.39,5,356.95,26.1415,374.7975,Credit card,5,17.8475,5.5
1/29/2019,606-80-4905,Giza,Naypyitaw,Member,Female,Sports and travel,19.15,6,114.9,26.1415,120.645,Credit card,5,5.745,6.8
3/15/2019,542-41-0513,Cairo,Mandalay,Member,Female,Electronic accessories,57.49,4,229.96,26.1415,241.458,Cash,5,11.498,6.6
1/14/2019,426-39-2418,Giza,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,429.87,26.1415,451.3635,Cash,5,21.4935,9.8
2/6/2019,875-46-5808,Cairo,Mandalay,Member,Male,Health and beauty,25.9,10,259,26.1415,271.95,Ewallet,5,12.95,8.7
2/15/2019,394-43-4238,Cairo,Mandalay,Member,Male,Home and lifestyle,17.77,5,88.85,26.1415,93.2925,Credit card,5,4.4425,5.4
1/3/2019,749-24-1565,Alex,Yangon,Normal,Female,Health and beauty,23.03,9,207.27,26.1415,217.6335,Ewallet,5,10.3635,7.9
1/4/2019,672-51-8681,Giza,Naypyitaw,Member,Female,Electronic accessories,66.65,9,599.85,26.1415,629.8425,Credit card,5,29.9925,9.7
3/18/2019,263-87-5680,Giza,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,285.3,26.1415,299.565,Ewallet,5,14.265,7.8
3/28/2019,573-58-9734,Cairo,Mandalay,Normal,Female,Fashion accessories,30.37,3,91.11,26.1415,95.6655,Ewallet,5,4.5555,5.1
3/2/2019,817-69-8206,Cairo,Mandalay,Normal,Female,Electronic accessories,99.73,9,897.57,26.1415,942.4485,Credit card,5,44.8785,6.5
1/25/2019,888-02-0338,Alex,Yangon,Normal,Male,Electronic accessories,26.23,9,236.07,26.1415,247.8735,Ewallet,5,11.8035,5.9
1/16/2019,677-11-0152,Giza,Naypyitaw,Normal,Female,Food and beverages,93.26,9,839.34,26.1415,881.307,Cash,5,41.967,8.8
3/20/2019,142-63-6033,Cairo,Mandalay,Normal,Male,Home and lifestyle,92.36,5,461.8,26.1415,484.89,Ewallet,5,23.09,4.9
1/4/2019,656-16-1063,Cairo,Mandalay,Normal,Male,Sports and travel,46.42,3,139.26,26.1415,146.223,Credit card,5,6.963,4.4
3/11/2019,891-58-8335,Cairo,Mandalay,Member,Female,Sports and travel,29.61,7,207.27,26.1415,217.6335,Cash,5,10.3635,6.5
3/22/2019,802-43-8934,Alex,Yangon,Normal,Male,Home and lifestyle,18.28,1,18.28,26.1415,19.194,Credit card,5,0.914,8.3
3/24/2019,560-30-5617,Cairo,Mandalay,Normal,Female,Sports and travel,24.77,5,123.85,26.1415,130.0425,Cash,5,6.1925,8.5
2/21/2019,319-74-2561,Alex,Yangon,Member,Female,Electronic accessories,94.64,3,283.92,26.1415,298.116,Cash,5,14.196,5.5
2/12/2019,549-03-9315,Cairo,Mandalay,Normal,Male,Fashion accessories,94.87,8,758.96,26.1415,796.908,Ewallet,5,37.948,8.7
3/10/2019,790-29-1172,Cairo,Mandalay,Normal,Female,Food and beverages,57.34,3,172.02,26.1415,180.621,Credit card,5,8.601,7.9
1/31/2019,239-36-3640,Cairo,Mandalay,Normal,Male,Electronic accessories,45.35,6,272.1,26.1415,285.705,Ewallet,5,13.605,6.1
3/6/2019,468-01-2051,Cairo,Mandalay,Normal,Male,Food and beverages,62.08,7,434.56,26.1415,456.288,Ewallet,5,21.728,5.4
2/17/2019,389-25-3394,Giza,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,59.05,26.1415,62.0025,Cash,5,2.9525,9.4
2/21/2019,279-62-1445,Giza,Naypyitaw,Member,Female,Fashion accessories,12.54,1,12.54,26.1415,13.167,Cash,5,0.627,8.2
3/20/2019,213-72-6612,Alex,Yangon,Normal,Male,Food and beverages,43.25,2,86.5,26.1415,90.825,Cash,5,4.325,6.2
1/11/2019,746-68-6593,Giza,Naypyitaw,Member,Female,Sports and travel,87.16,2,174.32,26.1415,183.036,Credit card,5,8.716,9.7
1/26/2019,836-82-5858,Cairo,Mandalay,Member,Male,Health and beauty,69.37,9,624.33,26.1415,655.5465,Ewallet,5,31.2165,4
1/31/2019,583-72-1480,Giza,Naypyitaw,Member,Male,Electronic accessories,37.06,4,148.24,26.1415,155.652,Ewallet,5,7.412,9.7
2/26/2019,466-61-5506,Cairo,Mandalay,Member,Female,Electronic accessories,90.7,6,544.2,26.1415,571.41,Cash,5,27.21,5.3
3/11/2019,721-86-6247,Alex,Yangon,Normal,Female,Home and lifestyle,63.42,8,507.36,26.1415,532.728,Ewallet,5,25.368,7.4
1/26/2019,289-65-5721,Cairo,Mandalay,Normal,Female,Fashion accessories,81.37,2,162.74,26.1415,170.877,Cash,5,8.137,6.5
3/12/2019,545-46-3100,Cairo,Mandalay,Member,Female,Electronic accessories,10.59,3,31.77,26.1415,33.3585,Credit card,5,1.5885,8.7
2/11/2019,418-02-5978,Cairo,Mandalay,Normal,Female,Health and beauty,84.09,9,756.81,26.1415,794.6505,Cash,5,37.8405,8
2/21/2019,269-04-5750,Cairo,Mandalay,Member,Male,Fashion accessories,73.82,4,295.28,26.1415,310.044,Cash,5,14.764,6.7
3/9/2019,157-13-5295,Alex,Yangon,Member,Male,Health and beauty,51.94,10,519.4,26.1415,545.37,Ewallet,5,25.97,6.5
1/20/2019,645-78-8093,Alex,Yangon,Normal,Female,Sports and travel,93.14,2,186.28,26.1415,195.594,Ewallet,5,9.314,4.1
1/28/2019,211-30-9270,Giza,Naypyitaw,Normal,Male,Health and beauty,17.41,5,87.05,26.1415,91.4025,Credit card,5,4.3525,4.9
3/5/2019,755-12-3214,Giza,Naypyitaw,Member,Female,Fashion accessories,44.22,5,221.1,26.1415,232.155,Credit card,5,11.055,8.6
3/2/2019,346-84-3103,Cairo,Mandalay,Member,Female,Electronic accessories,13.22,5,66.1,26.1415,69.405,Cash,5,3.305,4.3
1/11/2019,478-06-7835,Alex,Yangon,Normal,Male,Fashion accessories,89.69,1,89.69,26.1415,94.1745,Ewallet,5,4.4845,4.9
1/11/2019,540-11-4336,Alex,Yangon,Normal,Male,Food and beverages,24.94,9,224.46,26.1415,235.683,Credit card,5,11.223,5.6
3/11/2019,448-81-5016,Alex,Yangon,Normal,Male,Health and beauty,59.77,2,119.54,26.1415,125.517,Credit card,5,5.977,5.8
2/28/2019,142-72-4741,Giza,Naypyitaw,Member,Male,Fashion accessories,93.2,2,186.4,26.1415,195.72,Credit card,5,9.32,6
1/5/2019,217-58-1179,Alex,Yangon,Member,Male,Home and lifestyle,62.65,4,250.6,26.1415,263.13,Cash,5,12.53,4.2
2/2/2019,376-02-8238,Cairo,Mandalay,Normal,Male,Home and lifestyle,93.87,8,750.96,26.1415,788.508,Credit card,5,37.548,8.3
1/1/2019,530-90-9855,Alex,Yangon,Member,Male,Home and lifestyle,47.59,8,380.72,26.1415,399.756,Cash,5,19.036,5.7
2/9/2019,866-05-7563,Cairo,Mandalay,Member,Female,Electronic accessories,81.4,3,244.2,26.1415,256.41,Cash,5,12.21,4.8
1/23/2019,604-70-6476,Alex,Yangon,Member,Male,Fashion accessories,17.94,5,89.7,26.1415,94.185,Ewallet,5,4.485,6.8
1/7/2019,799-71-1548,Alex,Yangon,Member,Male,Electronic accessories,77.72,4,310.88,26.1415,326.424,Credit card,5,15.544,8.8
1/14/2019,785-13-7708,Cairo,Mandalay,Normal,Male,Food and beverages,73.06,7,511.42,26.1415,536.991,Credit card,5,25.571,4.2
2/2/2019,845-51-0542,Cairo,Mandalay,Member,Male,Food and beverages,46.55,9,418.95,26.1415,439.8975,Ewallet,5,20.9475,6.4
3/17/2019,662-47-5456,Giza,Naypyitaw,Member,Male,Fashion accessories,35.19,10,351.9,26.1415,369.495,Credit card,5,17.595,8.4
3/2/2019,883-17-4236,Giza,Naypyitaw,Normal,Female,Sports and travel,14.39,2,28.78,26.1415,30.219,Credit card,5,1.439,7.2
3/16/2019,290-68-2984,Alex,Yangon,Normal,Male,Home and lifestyle,23.75,4,95,26.1415,99.75,Cash,5,4.75,5.2
1/6/2019,704-11-6354,Alex,Yangon,Member,Male,Home and lifestyle,58.9,8,471.2,26.1415,494.76,Cash,5,23.56,8.9
1/29/2019,110-48-7033,Cairo,Mandalay,Member,Male,Fashion accessories,32.62,4,130.48,26.1415,137.004,Cash,5,6.524,9
1/31/2019,366-93-0948,Alex,Yangon,Member,Male,Electronic accessories,66.35,1,66.35,26.1415,69.6675,Credit card,5,3.3175,9.7
2/5/2019,729-09-9681,Alex,Yangon,Member,Male,Home and lifestyle,25.91,6,155.46,26.1415,163.233,Ewallet,5,7.773,8.7
2/13/2019,151-16-1484,Alex,Yangon,Member,Male,Electronic accessories,32.25,4,129,26.1415,135.45,Ewallet,5,6.45,6.5
2/7/2019,380-94-4661,Giza,Naypyitaw,Member,Male,Electronic accessories,65.94,4,263.76,26.1415,276.948,Credit card,5,13.188,6.9
3/19/2019,850-41-9669,Alex,Yangon,Normal,Female,Electronic accessories,75.06,9,675.54,26.1415,709.317,Ewallet,5,33.777,6.2
3/7/2019,821-07-3596,Giza,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,65.8,26.1415,69.09,Ewallet,5,3.29,5.6
3/13/2019,655-85-5130,Cairo,Mandalay,Member,Female,Fashion accessories,38.3,4,153.2,26.1415,160.86,Cash,5,7.66,5.7
2/9/2019,447-15-7839,Alex,Yangon,Member,Female,Sports and travel,22.24,10,222.4,26.1415,233.52,Cash,5,11.12,4.2
2/26/2019,154-74-7179,Cairo,Mandalay,Normal,Male,Sports and travel,54.45,1,54.45,26.1415,57.1725,Ewallet,5,2.7225,7.9
3/12/2019,253-12-6086,Alex,Yangon,Member,Female,Sports and travel,98.4,7,688.8,26.1415,723.24,Credit card,5,34.44,8.7
3/14/2019,808-65-0703,Giza,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,141.88,26.1415,148.974,Credit card,5,7.094,6.9
1/8/2019,571-94-0759,Cairo,Mandalay,Member,Female,Food and beverages,74.6,10,746,26.1415,783.3,Cash,5,37.3,9.5
1/5/2019,144-51-6085,Alex,Yangon,Member,Male,Home and lifestyle,70.74,4,282.96,26.1415,297.108,Credit card,5,14.148,4.4
1/4/2019,731-14-2199,Alex,Yangon,Member,Female,Home and lifestyle,35.54,10,355.4,26.1415,373.17,Ewallet,5,17.77,7
3/6/2019,783-09-1637,Cairo,Mandalay,Normal,Female,Sports and travel,67.43,5,337.15,26.1415,354.0075,Ewallet,5,16.8575,6.3
1/3/2019,687-15-1097,Giza,Naypyitaw,Member,Female,Health and beauty,21.12,2,42.24,26.1415,44.352,Cash,5,2.112,9.7
1/7/2019,126-54-1082,Alex,Yangon,Member,Female,Home and lifestyle,21.54,9,193.86,26.1415,203.553,Credit card,5,9.693,8.8
1/27/2019,633-91-1052,Alex,Yangon,Normal,Female,Home and lifestyle,12.03,2,24.06,26.1415,25.263,Cash,5,1.203,5.1
2/26/2019,477-24-6490,Cairo,Mandalay,Normal,Female,Health and beauty,99.71,6,598.26,26.1415,628.173,Ewallet,5,29.913,7.9
1/7/2019,566-19-5475,Cairo,Mandalay,Normal,Male,Fashion accessories,47.97,7,335.79,26.1415,352.5795,Cash,5,16.7895,6.2
1/7/2019,526-86-8552,Giza,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,218.2,26.1415,229.11,Cash,5,10.91,7.1
2/2/2019,376-56-3573,Giza,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,381.68,26.1415,400.764,Ewallet,5,19.084,6.4
3/20/2019,537-72-0426,Giza,Naypyitaw,Member,Male,Fashion accessories,70.99,10,709.9,26.1415,745.395,Cash,5,35.495,5.7
3/20/2019,828-61-5674,Alex,Yangon,Member,Male,Sports and travel,44.02,10,440.2,26.1415,462.21,Credit card,5,22.01,9.6
2/15/2019,136-08-6195,Alex,Yangon,Normal,Female,Home and lifestyle,69.96,8,559.68,26.1415,587.664,Credit card,5,27.984,6.4
3/6/2019,523-38-0215,Giza,Naypyitaw,Normal,Male,Home and lifestyle,37,1,37,26.1415,38.85,Credit card,5,1.85,7.9
1/6/2019,490-29-1201,Alex,Yangon,Normal,Female,Sports and travel,15.34,1,15.34,26.1415,16.107,Cash,5,0.767,6.5
3/4/2019,667-92-0055,Alex,Yangon,Member,Male,Health and beauty,99.83,6,598.98,26.1415,628.929,Ewallet,5,29.949,8.5
3/12/2019,565-17-3836,Alex,Yangon,Member,Female,Health and beauty,47.67,4,190.68,26.1415,200.214,Cash,5,9.534,9.1
2/20/2019,498-41-1961,Cairo,Mandalay,Normal,Male,Health and beauty,66.68,5,333.4,26.1415,350.07,Cash,5,16.67,7.6
3/24/2019,593-95-4461,Giza,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,74.86,26.1415,78.603,Cash,5,3.743,6.9
1/31/2019,226-71-3580,Giza,Naypyitaw,Normal,Female,Sports and travel,23.75,9,213.75,26.1415,224.4375,Cash,5,10.6875,9.5
1/25/2019,283-79-9594,Cairo,Mandalay,Normal,Female,Food and beverages,48.51,7,339.57,26.1415,356.5485,Credit card,5,16.9785,5.2
2/3/2019,430-60-3493,Alex,Yangon,Member,Female,Home and lifestyle,94.88,7,664.16,26.1415,697.368,Cash,5,33.208,4.2
1/24/2019,139-20-0155,Cairo,Mandalay,Member,Male,Electronic accessories,40.3,10,403,26.1415,423.15,Credit card,5,20.15,7
3/14/2019,558-80-4082,Giza,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,194.95,26.1415,204.6975,Ewallet,5,9.7475,6
2/18/2019,278-97-7759,Alex,Yangon,Member,Female,Electronic accessories,62.48,1,62.48,26.1415,65.604,Cash,5,3.124,4.7
1/21/2019,316-68-6352,Alex,Yangon,Member,Female,Food and beverages,36.36,2,72.72,26.1415,76.356,Cash,5,3.636,7.1
3/13/2019,585-03-5943,Cairo,Mandalay,Normal,Male,Health and beauty,18.11,10,181.1,26.1415,190.155,Ewallet,5,9.055,5.9
3/3/2019,211-05-0490,Giza,Naypyitaw,Member,Female,Electronic accessories,51.92,5,259.6,26.1415,272.58,Cash,5,12.98,7.5
3/29/2019,727-75-6477,Giza,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,115.36,26.1415,121.128,Cash,5,5.768,6.4
1/10/2019,744-02-5987,Alex,Yangon,Member,Male,Home and lifestyle,78.38,6,470.28,26.1415,493.794,Ewallet,5,23.514,5.8
1/25/2019,307-83-9164,Alex,Yangon,Member,Male,Home and lifestyle,60.01,4,240.04,26.1415,252.042,Cash,5,12.002,4.5
1/19/2019,779-06-0012,Giza,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,88.61,26.1415,93.0405,Cash,5,4.4305,7.7
1/2/2019,446-47-6729,Giza,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,199.64,26.1415,209.622,Credit card,5,9.982,6.7
3/12/2019,573-10-3877,Cairo,Mandalay,Member,Male,Health and beauty,39.01,1,39.01,26.1415,40.9605,Credit card,5,1.9505,4.7
2/25/2019,735-06-4124,Giza,Naypyitaw,Normal,Male,Food and beverages,48.61,1,48.61,26.1415,51.0405,Cash,5,2.4305,4.4
3/18/2019,439-54-7422,Alex,Yangon,Normal,Female,Electronic accessories,51.19,4,204.76,26.1415,214.998,Credit card,5,10.238,4.7
2/23/2019,396-90-2219,Cairo,Mandalay,Normal,Female,Electronic accessories,14.96,8,119.68,26.1415,125.664,Cash,5,5.984,8.6
3/26/2019,411-77-0180,Alex,Yangon,Member,Male,Electronic accessories,72.2,7,505.4,26.1415,530.67,Ewallet,5,25.27,4.3
3/30/2019,286-01-5402,Alex,Yangon,Normal,Female,Sports and travel,40.23,7,281.61,26.1415,295.6905,Cash,5,14.0805,9.6
2/17/2019,803-17-8013,Alex,Yangon,Member,Female,Home and lifestyle,88.79,8,710.32,26.1415,745.836,Cash,5,35.516,4.1
3/21/2019,512-98-1403,Alex,Yangon,Member,Female,Electronic accessories,26.48,3,79.44,26.1415,83.412,Ewallet,5,3.972,4.7
3/5/2019,848-42-2560,Alex,Yangon,Normal,Female,Fashion accessories,81.91,2,163.82,26.1415,172.011,Cash,5,8.191,7.8
1/31/2019,532-59-7201,Cairo,Mandalay,Member,Male,Sports and travel,79.93,6,479.58,26.1415,503.559,Cash,5,23.979,5.5
2/5/2019,181-94-6432,Giza,Naypyitaw,Member,Male,Fashion accessories,69.33,2,138.66,26.1415,145.593,Ewallet,5,6.933,9.7
2/1/2019,870-76-1733,Alex,Yangon,Member,Female,Food and beverages,14.23,5,71.15,26.1415,74.7075,Credit card,5,3.5575,4.4
3/7/2019,423-64-4619,Alex,Yangon,Member,Female,Health and beauty,15.55,9,139.95,26.1415,146.9475,Cash,5,6.9975,5
2/10/2019,227-07-4446,Giza,Naypyitaw,Member,Female,Electronic accessories,78.13,10,781.3,26.1415,820.365,Cash,5,39.065,4.4
2/14/2019,174-36-3675,Giza,Naypyitaw,Member,Male,Food and beverages,99.37,2,198.74,26.1415,208.677,Cash,5,9.937,5.2
2/9/2019,428-83-5800,Giza,Naypyitaw,Member,Female,Food and beverages,21.08,3,63.24,26.1415,66.402,Cash,5,3.162,7.3
1/10/2019,603-07-0961,Giza,Naypyitaw,Member,Male,Electronic accessories,74.79,5,373.95,26.1415,392.6475,Cash,5,18.6975,4.9
3/11/2019,704-20-4138,Giza,Naypyitaw,Member,Female,Health and beauty,29.67,7,207.69,26.1415,218.0745,Credit card,5,10.3845,8.1
2/18/2019,787-15-1757,Giza,Naypyitaw,Member,Male,Health and beauty,44.07,4,176.28,26.1415,185.094,Ewallet,5,8.814,8.4
2/26/2019,649-11-3678,Giza,Naypyitaw,Normal,Female,Food and beverages,22.93,9,206.37,26.1415,216.6885,Cash,5,10.3185,5.5
1/18/2019,622-20-1945,Giza,Naypyitaw,Normal,Female,Health and beauty,39.42,1,39.42,26.1415,41.391,Cash,5,1.971,8.4
2/15/2019,372-94-8041,Alex,Yangon,Normal,Male,Health and beauty,15.26,6,91.56,26.1415,96.138,Ewallet,5,4.578,9.8
3/8/2019,563-91-7120,Alex,Yangon,Normal,Female,Fashion accessories,61.77,5,308.85,26.1415,324.2925,Cash,5,15.4425,6.7
1/17/2019,746-54-5508,Alex,Yangon,Normal,Male,Home and lifestyle,21.52,6,129.12,26.1415,135.576,Credit card,5,6.456,9.4
3/12/2019,276-54-0879,Cairo,Mandalay,Normal,Male,Sports and travel,97.74,4,390.96,26.1415,410.508,Ewallet,5,19.548,6.4
3/9/2019,815-11-1168,Alex,Yangon,Member,Male,Food and beverages,99.78,5,498.9,26.1415,523.845,Cash,5,24.945,5.4
3/12/2019,719-76-3868,Giza,Naypyitaw,Member,Male,Food and beverages,94.26,4,377.04,26.1415,395.892,Cash,5,18.852,8.6
1/25/2019,730-61-8757,Cairo,Mandalay,Member,Male,Health and beauty,51.13,4,204.52,26.1415,214.746,Credit card,5,10.226,4
3/25/2019,340-66-0321,Alex,Yangon,Member,Male,Electronic accessories,36.36,4,145.44,26.1415,152.712,Cash,5,7.272,7.6
2/7/2019,868-81-1752,Cairo,Mandalay,Normal,Male,Home and lifestyle,22.02,9,198.18,26.1415,208.089,Cash,5,9.909,6.8
2/17/2019,634-97-8956,Alex,Yangon,Normal,Male,Food and beverages,32.9,3,98.7,26.1415,103.635,Credit card,5,4.935,9.1
2/3/2019,566-71-1091,Alex,Yangon,Normal,Male,Fashion accessories,77.02,5,385.1,26.1415,404.355,Cash,5,19.255,5.5
3/14/2019,442-48-3607,Alex,Yangon,Member,Male,Food and beverages,23.48,2,46.96,26.1415,49.308,Credit card,5,2.348,7.9
3/24/2019,835-16-0096,Giza,Naypyitaw,Member,Male,Sports and travel,14.7,5,73.5,26.1415,77.175,Ewallet,5,3.675,8.5
3/21/2019,527-09-6272,Alex,Yangon,Member,Female,Electronic accessories,28.45,5,142.25,26.1415,149.3625,Credit card,5,7.1125,9.1
3/19/2019,898-04-2717,Alex,Yangon,Normal,Male,Fashion accessories,76.4,9,687.6,26.1415,721.98,Ewallet,5,34.38,7.5
2/24/2019,692-27-8933,Cairo,Mandalay,Normal,Female,Sports and travel,57.95,6,347.7,26.1415,365.085,Cash,5,17.385,5.2
3/28/2019,633-09-3463,Giza,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,142.95,26.1415,150.0975,Credit card,5,7.1475,9.5
2/5/2019,374-17-3652,Cairo,Mandalay,Member,Female,Food and beverages,42.82,9,385.38,26.1415,404.649,Credit card,5,19.269,8.9
2/10/2019,378-07-7001,Cairo,Mandalay,Member,Male,Electronic accessories,48.09,3,144.27,26.1415,151.4835,Credit card,5,7.2135,7.8
3/5/2019,433-75-6987,Cairo,Mandalay,Member,Female,Health and beauty,55.97,7,391.79,26.1415,411.3795,Ewallet,5,19.5895,8.9
2/15/2019,873-95-4984,Cairo,Mandalay,Member,Female,Health and beauty,76.9,7,538.3,26.1415,565.215,Cash,5,26.915,7.7
1/30/2019,416-13-5917,Giza,Naypyitaw,Normal,Female,Food and beverages,97.03,5,485.15,26.1415,509.4075,Ewallet,5,24.2575,9.3
2/14/2019,150-89-8043,Alex,Yangon,Normal,Male,Sports and travel,44.65,3,133.95,26.1415,140.6475,Cash,5,6.6975,6.2
2/27/2019,135-84-8019,Alex,Yangon,Normal,Female,Fashion accessories,77.93,9,701.37,26.1415,736.4385,Ewallet,5,35.0685,7.6
2/4/2019,441-94-7118,Alex,Yangon,Member,Male,Electronic accessories,71.95,1,71.95,26.1415,75.5475,Cash,5,3.5975,7.3
1/20/2019,725-96-3778,Giza,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,714,26.1415,749.7,Cash,5,35.7,4.7
3/28/2019,531-80-1784,Alex,Yangon,Normal,Male,Electronic accessories,26.02,7,182.14,26.1415,191.247,Cash,5,9.107,5.1
2/27/2019,400-45-1220,Cairo,Mandalay,Normal,Female,Health and beauty,13.5,10,135,26.1415,141.75,Credit card,5,6.75,4.8
2/15/2019,860-79-0874,Giza,Naypyitaw,Member,Female,Fashion accessories,99.3,10,993,26.1415,1042.65,Credit card,5,49.65,6.6
1/26/2019,834-61-8124,Alex,Yangon,Normal,Male,Electronic accessories,51.69,7,361.83,26.1415,379.9215,Cash,5,18.0915,5.5
3/14/2019,115-99-4379,Cairo,Mandalay,Member,Female,Fashion accessories,54.73,7,383.11,26.1415,402.2655,Credit card,5,19.1555,8.5
3/2/2019,565-67-6697,Cairo,Mandalay,Member,Male,Home and lifestyle,27,9,243,26.1415,255.15,Cash,5,12.15,4.8
3/4/2019,320-49-6392,Giza,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,30.24,26.1415,31.752,Cash,5,1.512,8.4
1/7/2019,889-04-9723,Cairo,Mandalay,Member,Female,Food and beverages,89.14,4,356.56,26.1415,374.388,Credit card,5,17.828,7.8
3/8/2019,632-90-0281,Giza,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,375.5,26.1415,394.275,Credit card,5,18.775,9.3
1/9/2019,554-42-2417,Giza,Naypyitaw,Normal,Female,Sports and travel,95.44,10,954.4,26.1415,1002.12,Cash,5,47.72,5.2
3/1/2019,453-63-6187,Cairo,Mandalay,Normal,Male,Electronic accessories,27.5,3,82.5,26.1415,86.625,Ewallet,5,4.125,6.5
3/16/2019,578-80-7669,Cairo,Mandalay,Normal,Male,Sports and travel,74.97,1,74.97,26.1415,78.7185,Cash,5,3.7485,5.6
2/17/2019,612-36-5536,Alex,Yangon,Member,Male,Food and beverages,80.96,8,647.68,26.1415,680.064,Credit card,5,32.384,7.4
2/27/2019,605-72-4132,Giza,Naypyitaw,Normal,Female,Food and beverages,94.47,8,755.76,26.1415,793.548,Cash,5,37.788,9.1
3/7/2019,471-41-2823,Giza,Naypyitaw,Normal,Male,Food and beverages,99.79,2,199.58,26.1415,209.559,Ewallet,5,9.979,8
1/21/2019,462-67-9126,Alex,Yangon,Normal,Male,Home and lifestyle,73.22,6,439.32,26.1415,461.286,Cash,5,21.966,7.2
2/19/2019,272-27-9238,Giza,Naypyitaw,Normal,Female,Food and beverages,41.24,4,164.96,26.1415,173.208,Cash,5,8.248,7.1
1/6/2019,834-25-9262,Giza,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,326.72,26.1415,343.056,Cash,5,16.336,9.1
3/14/2019,122-61-9553,Giza,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,461.88,26.1415,484.974,Cash,5,23.094,5.6
3/24/2019,468-88-0009,Alex,Yangon,Member,Male,Home and lifestyle,65.94,4,263.76,26.1415,276.948,Cash,5,13.188,6
1/27/2019,613-59-9758,Giza,Naypyitaw,Normal,Female,Sports and travel,14.36,10,143.6,26.1415,150.78,Cash,5,7.18,5.4
3/6/2019,254-31-0042,Alex,Yangon,Member,Male,Electronic accessories,21.5,9,193.5,26.1415,203.175,Credit card,5,9.675,7.8
2/2/2019,201-86-2184,Cairo,Mandalay,Member,Female,Electronic accessories,26.26,7,183.82,26.1415,193.011,Cash,5,9.191,9.9
1/25/2019,261-12-8671,Cairo,Mandalay,Normal,Female,Fashion accessories,60.96,2,121.92,26.1415,128.016,Credit card,5,6.096,4.9
3/14/2019,730-70-9830,Giza,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,420.66,26.1415,441.693,Ewallet,5,21.033,5.2
1/29/2019,382-25-8917,Giza,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,252.48,26.1415,265.104,Cash,5,12.624,8.9
1/3/2019,422-29-8786,Alex,Yangon,Normal,Female,Home and lifestyle,67.09,5,335.45,26.1415,352.2225,Credit card,5,16.7725,9.1
1/14/2019,667-23-5919,Alex,Yangon,Member,Female,Fashion accessories,96.7,5,483.5,26.1415,507.675,Ewallet,5,24.175,7
1/5/2019,843-01-4703,Cairo,Mandalay,Member,Female,Home and lifestyle,35.38,9,318.42,26.1415,334.341,Credit card,5,15.921,9.6
2/22/2019,743-88-1662,Giza,Naypyitaw,Normal,Male,Sports and travel,95.49,7,668.43,26.1415,701.8515,Ewallet,5,33.4215,8.7
2/6/2019,595-86-2894,Giza,Naypyitaw,Member,Male,Fashion accessories,96.98,4,387.92,26.1415,407.316,Ewallet,5,19.396,9.4
1/30/2019,182-69-8360,Cairo,Mandalay,Normal,Female,Electronic accessories,23.65,4,94.6,26.1415,99.33,Credit card,5,4.73,4
